rule_id,section,tree_status,master_tree_location,coverage_note
F8-13,Figure 8,VISIBLE_OR_GROUPED,FIGURE 8 + TABLE 1,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F8-14,Figure 8,VISIBLE_OR_GROUPED,FIGURE 8 + TABLE 1,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-01,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-02,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-03,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-04,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-05,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-06,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-07,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-08,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-09,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-10,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-11,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-12,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-13,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F9-14,Figure 9,VISIBLE_OR_GROUPED,FIGURE 9,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-01,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-02,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-03,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-04,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-05,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-06,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-07,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-08,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-09,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-10,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-11,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-12,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-13,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-14,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
F10-15,Figure 10,VISIBLE_OR_GROUPED,FIGURE 10,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
DES-01,Special populations,VISIBLE_OR_GROUPED,UNDER-25 gate / DES cluster,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
DES-02,Special populations,VISIBLE_OR_GROUPED,UNDER-25 gate / DES cluster,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
DES-03,Special populations,VISIBLE_OR_GROUPED,UNDER-25 gate / DES cluster,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
DES-04,Special populations,VISIBLE_OR_GROUPED,UNDER-25 gate / DES cluster,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
U25-01,Special populations,VISIBLE_OR_GROUPED,UNDER-25 gate / DES cluster,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
U25-02,Special populations,VISIBLE_OR_GROUPED,UNDER-25 gate / DES cluster,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
U25-03,Special populations,VISIBLE_OR_GROUPED,UNDER-25 gate / DES cluster,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-01,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-02,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-03,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-04,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-05,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-06,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-07,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-08,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-09,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-10,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-11,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-12,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-13,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
A26-14,2026 overlays,VISIBLE_OR_GROUPED,2026 cancer / CIN2 / pathway overlays,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
IMM-01,Immune-deficiency classifier,VISIBLE_OR_GROUPED,2026 IMMUNE-DEFICIENCY CLASSIFIER,Rule is represented as an explicit or grouped node/edge in the named master-tree cluster; the exact source condition and outcome remain authoritative in the rulebook.
